customer_id,gender,senior_citizen,tenure,contract,payment_method,monthly_charges,total_charges,internet_service,tech_support,online_security,paperless_billing,churn
CF-11208,Female,0,20,Month-to-month,Bank transfer,75.07,1477.68,Fiber optic,Yes,No,No,0
CF-11209,Female,0,70,Two year,Mailed check,50.51,3799.11,DSL,No,Yes,No,0
CF-11210,Female,0,45,One year,Credit card,39.6,1880.37,DSL,No,No,Yes,0
CF-11211,Female,0,57,Two year,Electronic check,49.17,2753.61,DSL,No,No,No,0
CF-11212,Male,0,33,Month-to-month,Credit card,38.19,1365.91,DSL,No,No,Yes,1
CF-11213,Male,0,63,Month-to-month,Electronic check,18.0,1036.99,No,No,Yes,No,0
CF-11214,Female,0,5,Month-to-month,Mailed check,90.82,423.08,Fiber optic,No,Yes,Yes,1
CF-11215,Male,1,8,Month-to-month,Electronic check,88.58,780.79,Fiber optic,Yes,Yes,No,0
CF-11216,Female,0,37,Month-to-month,Credit card,75.0,2843.48,Fiber optic,No,Yes,No,0
CF-11217,Male,0,53,Month-to-month,Credit card,42.31,2181.14,DSL,No,Yes,No,0
CF-11218,Male,0,59,Month-to-month,Bank transfer,67.18,3910.83,DSL,Yes,No,Yes,1
CF-11219,Male,0,32,Two year,Electronic check,59.32,1787.39,DSL,Yes,No,Yes,0
CF-11220,Male,0,47,Month-to-month,Electronic check,64.32,3042.98,DSL,Yes,Yes,No,0
CF-11221,Female,1,40,Month-to-month,Mailed check,79.75,3195.88,Fiber optic,Yes,No,Yes,0
CF-11222,Male,1,70,One year,Electronic check,47.46,3292.94,DSL,No,No,No,1
CF-11223,Male,0,47,Month-to-month,Electronic check,57.62,2492.61,DSL,Yes,No,Yes,0
CF-11224,Female,0,30,Two year,Bank transfer,73.05,2204.4,Fiber optic,No,No,Yes,1
CF-11225,Female,0,70,One year,Bank transfer,84.14,5643.78,Fiber optic,Yes,No,No,0
CF-11226,Male,1,7,Month-to-month,Credit card,79.75,519.64,Fiber optic,Yes,Yes,Yes,1
CF-11227,Female,0,71,One year,Mailed check,88.59,6705.05,Fiber optic,Yes,Yes,Yes,0
CF-11228,Female,1,11,One year,Mailed check,42.11,518.88,DSL,Yes,No,Yes,1
CF-11229,Male,1,21,One year,Mailed check,28.15,654.14,No,No,No,No,0
CF-11230,Male,0,59,Two year,Electronic check,56.8,3448.41,DSL,Yes,No,Yes,0
CF-11231,Female,0,53,One year,Bank transfer,83.17,4293.69,Fiber optic,Yes,No,No,0
CF-11232,Female,1,70,One year,Bank transfer,58.05,4005.71,DSL,Yes,Yes,Yes,0
CF-11233,Male,0,54,Month-to-month,Electronic check,50.72,2778.14,DSL,Yes,Yes,Yes,0
CF-11234,Male,0,46,One year,Electronic check,71.97,3194.04,Fiber optic,No,No,Yes,0
CF-11235,Female,0,25,Two year,Credit card,51.89,1386.93,DSL,No,Yes,Yes,0
CF-11236,Male,0,0,One year,Mailed check,90.28,78.35,Fiber optic,Yes,No,Yes,0
CF-11237,Male,0,9,One year,Mailed check,73.43,642.54,Fiber optic,No,No,Yes,0
CF-11238,Male,1,21,Month-to-month,Bank transfer,72.66,1583.94,Fiber optic,No,No,Yes,1
CF-11239,Female,0,2,One year,Bank transfer,76.35,143.43,Fiber optic,No,Yes,No,1
CF-11240,Female,0,37,Two year,Electronic check,18.03,650.83,No,No,No,Yes,0
CF-11241,Male,0,56,Month-to-month,Credit card,98.73,5670.52,Fiber optic,Yes,Yes,Yes,0
CF-11242,Male,1,70,Month-to-month,Credit card,80.85,6118.46,Fiber optic,No,No,Yes,1
CF-11243,Male,0,35,Month-to-month,Electronic check,78.13,2494.9,Fiber optic,No,Yes,Yes,0
CF-11244,Female,0,63,Month-to-month,Electronic check,69.61,3981.6,Fiber optic,No,No,No,0
CF-11245,Female,0,71,One year,Bank transfer,84.65,5608.9,Fiber optic,No,No,No,0
CF-11246,Female,1,62,Month-to-month,Bank transfer,72.5,4035.38,Fiber optic,No,Yes,No,1
CF-11247,Male,0,33,Month-to-month,Mailed check,48.13,1432.67,DSL,Yes,No,Yes,1
CF-11248,Female,0,23,One year,Mailed check,84.95,1820.29,Fiber optic,No,Yes,Yes,0
CF-11249,Male,0,71,One year,Bank transfer,50.49,3814.25,DSL,No,No,No,0
CF-11250,Male,0,17,One year,Mailed check,55.47,915.9,Fiber optic,No,No,No,0
CF-11251,Female,0,30,One year,Electronic check,45.58,1356.3,DSL,No,No,Yes,0
CF-11252,Male,0,5,One year,Electronic check,48.13,224.45,DSL,No,Yes,Yes,0
CF-11253,Male,0,57,Two year,Mailed check,74.94,4391.24,Fiber optic,No,No,No,0
CF-11254,Male,0,47,One year,Credit card,79.44,4116.55,Fiber optic,No,No,No,0
CF-11255,Female,0,6,Month-to-month,Mailed check,18.0,101.17,No,Yes,No,Yes,0
CF-11256,Male,0,16,One year,Mailed check,21.52,376.51,DSL,No,Yes,Yes,0
CF-11257,Male,0,40,Month-to-month,Credit card,38.22,1546.94,DSL,No,Yes,No,0
CF-11258,Male,0,39,Month-to-month,Mailed check,80.54,3112.83,Fiber optic,No,No,No,0
CF-11259,Female,1,58,Month-to-month,Mailed check,55.98,3292.32,Fiber optic,Yes,Yes,Yes,1
CF-11260,Female,0,19,Two year,Electronic check,39.41,758.85,DSL,No,Yes,Yes,0
CF-11261,Male,0,67,One year,Bank transfer,18.0,1328.32,No,No,No,Yes,0
CF-11262,Male,1,32,Month-to-month,Bank transfer,75.82,2477.71,Fiber optic,No,Yes,No,1
CF-11263,Female,0,60,One year,Credit card,71.62,4393.74,DSL,Yes,No,No,1
CF-11264,Female,0,17,Month-to-month,Electronic check,45.05,738.82,DSL,No,Yes,Yes,1
CF-11265,Male,0,2,One year,Mailed check,84.03,174.84,Fiber optic,Yes,No,Yes,0
CF-11266,Male,1,4,Two year,Electronic check,92.55,345.24,Fiber optic,Yes,No,No,0
CF-11267,Male,0,27,One year,Credit card,78.19,2103.83,Fiber optic,No,No,Yes,0
CF-11268,Male,0,69,One year,Electronic check,45.07,3616.72,DSL,No,No,Yes,0
CF-11269,Male,0,3,Month-to-month,Bank transfer,62.34,157.05,DSL,Yes,No,Yes,1
CF-11270,Female,1,26,Month-to-month,Bank transfer,82.25,2147.03,Fiber optic,No,Yes,Yes,0
CF-11271,Male,0,7,Two year,Electronic check,80.6,567.75,Fiber optic,No,No,No,0
CF-11272,Female,0,68,One year,Mailed check,52.75,3502.04,DSL,Yes,No,Yes,0
CF-11273,Male,0,49,Month-to-month,Electronic check,50.89,2438.07,DSL,Yes,No,No,0
CF-11274,Female,0,55,Month-to-month,Mailed check,55.25,3025.03,DSL,No,Yes,No,0
CF-11275,Male,0,52,Month-to-month,Credit card,43.97,2229.0,DSL,No,Yes,Yes,0
CF-11276,Male,0,47,Month-to-month,Mailed check,96.08,4530.75,Fiber optic,Yes,No,No,1
CF-11277,Female,0,56,Month-to-month,Credit card,37.58,2021.87,DSL,No,No,Yes,0
CF-11278,Female,0,0,Month-to-month,Electronic check,90.9,101.02,Fiber optic,No,Yes,No,0
CF-11279,Male,0,63,Two year,Mailed check,82.25,5051.58,Fiber optic,No,Yes,Yes,0
CF-11280,Female,1,54,Month-to-month,Credit card,69.28,3831.57,Fiber optic,No,No,No,1
CF-11281,Male,1,53,Month-to-month,Credit card,58.58,2949.06,DSL,Yes,Yes,Yes,0
CF-11282,Female,0,28,Month-to-month,Electronic check,48.15,1410.2,DSL,Yes,No,Yes,1
CF-11283,Female,1,58,Month-to-month,Bank transfer,85.3,5115.65,Fiber optic,Yes,Yes,Yes,1
CF-11284,Male,1,27,Two year,Credit card,18.62,510.36,No,No,Yes,Yes,1
CF-11285,Male,0,3,Month-to-month,Bank transfer,21.8,60.71,No,No,Yes,Yes,0
CF-11286,Male,0,66,One year,Bank transfer,86.47,5392.31,Fiber optic,No,No,Yes,0
CF-11287,Female,0,17,Two year,Electronic check,58.67,1088.32,DSL,Yes,No,Yes,0
CF-11288,Female,0,7,Month-to-month,Electronic check,67.87,448.58,Fiber optic,No,Yes,Yes,1
CF-11289,Male,0,45,One year,Bank transfer,20.39,943.66,No,Yes,Yes,No,0
CF-11290,Female,1,17,Two year,Mailed check,87.44,1387.36,Fiber optic,Yes,Yes,Yes,0
CF-11291,Female,0,62,Month-to-month,Electronic check,88.09,5737.41,Fiber optic,Yes,Yes,Yes,0
CF-11292,Male,1,32,Month-to-month,Electronic check,40.93,1242.72,DSL,No,No,No,1
CF-11293,Male,0,0,Two year,Mailed check,99.32,92.59,Fiber optic,Yes,Yes,No,1
CF-11294,Male,0,69,Two year,Mailed check,54.32,3550.4,DSL,No,No,Yes,0
CF-11295,Female,1,37,Month-to-month,Mailed check,41.37,1464.52,DSL,No,Yes,Yes,0
CF-11296,Female,0,19,One year,Mailed check,71.5,1377.9,Fiber optic,No,No,Yes,0
CF-11297,Female,0,49,Month-to-month,Electronic check,51.95,2530.69,DSL,Yes,Yes,Yes,0
CF-11298,Female,0,38,Two year,Credit card,20.01,702.81,No,No,Yes,No,0
CF-11299,Male,0,2,Month-to-month,Bank transfer,58.31,115.26,DSL,No,Yes,Yes,1
CF-11300,Male,0,55,Month-to-month,Electronic check,55.86,2830.79,DSL,No,Yes,No,1
CF-11301,Female,0,29,One year,Mailed check,78.32,2336.27,Fiber optic,No,Yes,No,0
CF-11302,Male,0,51,Two year,Mailed check,84.1,4459.01,Fiber optic,No,No,No,0
CF-11303,Female,0,65,Two year,Bank transfer,30.41,1954.04,No,No,Yes,Yes,0
CF-11304,Female,0,44,Month-to-month,Bank transfer,47.52,2104.05,DSL,No,Yes,No,0
CF-11305,Male,0,49,Month-to-month,Bank transfer,50.62,2716.33,DSL,No,Yes,No,1
CF-11306,Female,0,18,Two year,Bank transfer,35.35,623.92,No,Yes,No,No,0
CF-11307,Male,0,17,Two year,Electronic check,82.39,1307.27,Fiber optic,No,No,Yes,0
CF-11308,Male,0,30,Month-to-month,Electronic check,46.99,1444.59,DSL,Yes,No,Yes,0
CF-11309,Male,1,62,One year,Electronic check,78.9,4510.44,Fiber optic,Yes,No,Yes,0
CF-11310,Male,1,38,Month-to-month,Mailed check,82.4,3060.33,Fiber optic,Yes,No,Yes,0
CF-11311,Female,0,25,Month-to-month,Mailed check,47.64,1136.29,DSL,Yes,Yes,No,0
CF-11312,Female,0,56,Month-to-month,Bank transfer,71.74,3808.09,Fiber optic,Yes,No,No,0
CF-11313,Female,0,62,Month-to-month,Electronic check,29.08,1757.88,No,No,No,Yes,0
CF-11314,Female,0,65,Month-to-month,Bank transfer,88.12,5979.79,Fiber optic,Yes,Yes,Yes,0
CF-11315,Male,0,21,Two year,Electronic check,41.95,930.58,DSL,Yes,No,Yes,0
CF-11316,Male,1,51,Month-to-month,Mailed check,44.83,2390.52,DSL,No,Yes,No,0
CF-11317,Male,0,43,Month-to-month,Bank transfer,45.34,1969.47,DSL,No,Yes,No,0
CF-11318,Male,1,32,Month-to-month,Electronic check,24.64,768.4,No,No,No,Yes,1
CF-11319,Male,0,28,Month-to-month,Mailed check,75.26,1788.09,Fiber optic,Yes,Yes,Yes,1
CF-11320,Male,0,8,Month-to-month,Mailed check,72.81,589.5,Fiber optic,Yes,No,No,1
CF-11321,Female,0,20,One year,Bank transfer,89.68,1530.37,Fiber optic,Yes,No,No,1
CF-11322,Male,0,40,Month-to-month,Electronic check,71.19,2490.51,Fiber optic,Yes,No,No,1
CF-11323,Male,0,64,One year,Credit card,20.91,1311.88,No,No,Yes,Yes,0
CF-11324,Male,0,63,Two year,Credit card,44.07,2792.72,DSL,No,No,Yes,0
CF-11325,Male,0,13,Month-to-month,Credit card,83.89,1050.15,Fiber optic,Yes,No,No,1
CF-11326,Male,1,49,Two year,Electronic check,80.27,4256.27,Fiber optic,No,Yes,Yes,0
CF-11327,Female,0,6,Two year,Bank transfer,68.39,417.61,DSL,Yes,Yes,No,0
CF-11328,Male,1,49,Two year,Electronic check,39.6,1891.96,DSL,Yes,No,No,0
CF-11329,Male,0,24,One year,Credit card,92.89,2392.5,Fiber optic,Yes,No,Yes,0
CF-11330,Female,0,32,One year,Mailed check,31.39,1088.76,DSL,Yes,Yes,Yes,0
CF-11331,Female,0,52,One year,Electronic check,59.54,3160.33,DSL,No,Yes,No,1
CF-11332,Female,0,31,One year,Electronic check,35.61,1041.52,DSL,Yes,No,No,0
CF-11333,Male,0,58,Month-to-month,Credit card,99.93,5546.62,Fiber optic,No,Yes,Yes,0
CF-11334,Female,0,38,Two year,Credit card,50.49,1732.89,DSL,Yes,Yes,No,0
CF-11335,Female,0,72,One year,Mailed check,89.61,6370.98,Fiber optic,No,No,Yes,0
CF-11336,Male,1,46,One year,Mailed check,87.76,3742.25,Fiber optic,No,Yes,No,0
CF-11337,Male,0,21,Month-to-month,Bank transfer,43.07,877.57,DSL,No,Yes,No,1
CF-11338,Female,0,56,Month-to-month,Credit card,50.76,2858.58,DSL,Yes,No,Yes,0
CF-11339,Male,0,29,Month-to-month,Bank transfer,70.47,1779.96,Fiber optic,No,No,No,1
CF-11340,Female,0,38,Month-to-month,Mailed check,30.09,1045.29,No,No,No,No,0
CF-11341,Female,0,9,Month-to-month,Bank transfer,81.19,701.18,Fiber optic,Yes,Yes,No,1
CF-11342,Female,0,8,Month-to-month,Credit card,39.63,312.87,DSL,No,No,Yes,0
CF-11343,Male,1,41,Month-to-month,Electronic check,34.84,1371.83,No,Yes,No,No,0
CF-11344,Female,1,13,Month-to-month,Mailed check,45.93,581.43,DSL,Yes,No,No,1
CF-11345,Female,0,72,Month-to-month,Electronic check,44.04,3004.82,DSL,No,No,Yes,1
CF-11346,Male,1,62,Two year,Mailed check,54.96,3077.11,DSL,Yes,No,Yes,0
CF-11347,Female,0,51,Month-to-month,Bank transfer,41.22,2013.75,DSL,No,No,No,0
CF-11348,Male,0,53,Month-to-month,Electronic check,49.58,2567.85,DSL,Yes,No,No,0
CF-11349,Male,0,43,Month-to-month,Mailed check,67.81,2832.37,DSL,Yes,Yes,Yes,0
CF-11350,Female,1,4,Month-to-month,Electronic check,83.16,331.54,Fiber optic,Yes,No,No,1
CF-11351,Male,0,28,Month-to-month,Credit card,50.76,1442.79,DSL,Yes,No,Yes,0
CF-11352,Male,0,36,One year,Credit card,76.42,2836.14,Fiber optic,No,Yes,No,0
CF-11353,Female,0,66,Two year,Mailed check,27.09,1702.1,No,No,Yes,Yes,0
CF-11354,Male,0,16,Month-to-month,Bank transfer,68.7,984.28,Fiber optic,No,No,Yes,0
CF-11355,Female,1,36,One year,Electronic check,88.84,3410.27,Fiber optic,Yes,Yes,No,0
CF-11356,Female,0,25,Month-to-month,Credit card,25.3,640.8,No,No,No,No,0
CF-11357,Female,0,9,Month-to-month,Bank transfer,68.9,578.38,Fiber optic,Yes,No,Yes,1
CF-11358,Female,1,7,Month-to-month,Electronic check,101.15,712.77,Fiber optic,Yes,Yes,No,1
CF-11359,Female,0,26,Month-to-month,Credit card,60.15,1648.48,DSL,No,Yes,No,0
CF-11360,Male,1,6,One year,Electronic check,70.79,464.56,Fiber optic,No,No,No,0
CF-11361,Female,1,4,One year,Bank transfer,67.9,272.97,Fiber optic,No,Yes,Yes,1
CF-11362,Male,0,25,One year,Electronic check,49.05,1291.95,DSL,No,No,Yes,0
CF-11363,Female,0,14,Month-to-month,Bank transfer,65.17,837.04,Fiber optic,No,Yes,No,0
CF-11364,Female,1,40,One year,Electronic check,97.28,3843.91,Fiber optic,Yes,No,No,0
CF-11365,Male,1,1,Month-to-month,Electronic check,80.78,78.35,Fiber optic,Yes,No,Yes,1
CF-11366,Male,0,22,Month-to-month,Mailed check,99.6,2214.33,Fiber optic,Yes,Yes,Yes,1
CF-11367,Female,0,33,Month-to-month,Credit card,70.58,2531.01,Fiber optic,No,No,Yes,1
CF-11368,Male,0,70,One year,Electronic check,76.99,5416.21,Fiber optic,No,No,Yes,0
CF-11369,Male,0,46,Two year,Bank transfer,58.4,2508.4,DSL,No,Yes,No,0
CF-11370,Female,0,64,Month-to-month,Mailed check,51.09,2989.19,DSL,Yes,Yes,Yes,0
CF-11371,Female,0,25,One year,Credit card,80.45,2189.74,Fiber optic,No,No,No,0
CF-11372,Male,0,32,One year,Electronic check,87.83,2869.1,Fiber optic,No,No,No,0
CF-11373,Female,0,30,Two year,Mailed check,18.0,549.12,No,No,No,Yes,0
CF-11374,Male,1,64,Month-to-month,Credit card,35.64,2211.11,DSL,No,No,No,0
CF-11375,Female,0,70,One year,Electronic check,71.87,5061.45,Fiber optic,Yes,Yes,Yes,0
CF-11376,Male,0,70,One year,Mailed check,59.25,3860.42,DSL,Yes,Yes,Yes,0
CF-11377,Female,0,54,Two year,Credit card,81.5,4459.23,Fiber optic,No,No,Yes,0
CF-11378,Female,0,36,Month-to-month,Electronic check,63.55,2103.65,DSL,Yes,No,Yes,1
CF-11379,Male,1,39,Two year,Mailed check,27.53,1039.79,No,Yes,No,Yes,0
CF-11380,Male,0,71,Month-to-month,Electronic check,18.0,1215.92,No,Yes,Yes,No,0
CF-11381,Female,0,20,Two year,Credit card,63.83,1014.33,Fiber optic,Yes,No,Yes,0
CF-11382,Male,1,25,Month-to-month,Credit card,103.81,2515.3,Fiber optic,No,No,Yes,1
CF-11383,Female,0,65,Month-to-month,Bank transfer,89.74,5460.18,Fiber optic,Yes,Yes,No,1
CF-11384,Male,0,28,Month-to-month,Bank transfer,86.23,2359.82,Fiber optic,Yes,No,No,1
CF-11385,Female,0,17,Month-to-month,Mailed check,80.51,1355.12,Fiber optic,No,No,Yes,1
CF-11386,Female,0,40,Month-to-month,Electronic check,34.12,1495.92,DSL,No,Yes,Yes,1
CF-11387,Male,0,23,Month-to-month,Electronic check,77.85,1805.38,Fiber optic,Yes,Yes,Yes,0
CF-11388,Female,0,65,Month-to-month,Electronic check,45.69,2999.69,No,Yes,Yes,Yes,1
CF-11389,Female,0,66,Month-to-month,Electronic check,90.93,6119.83,Fiber optic,Yes,No,Yes,0
CF-11390,Male,0,22,One year,Bank transfer,78.13,1791.58,Fiber optic,Yes,Yes,No,0
CF-11391,Female,0,38,Two year,Electronic check,18.96,732.91,No,Yes,Yes,Yes,0
CF-11392,Female,0,71,One year,Electronic check,49.36,3528.75,DSL,Yes,Yes,Yes,0
CF-11393,Female,0,54,Month-to-month,Mailed check,75.16,4191.26,Fiber optic,No,Yes,No,0
CF-11394,Female,0,15,Month-to-month,Electronic check,65.44,828.86,DSL,No,Yes,Yes,1
CF-11395,Male,1,43,Two year,Electronic check,76.31,3659.81,Fiber optic,No,No,Yes,0
CF-11396,Female,1,45,Month-to-month,Electronic check,74.29,3628.49,Fiber optic,Yes,Yes,No,0
CF-11397,Male,0,47,Month-to-month,Electronic check,53.47,2520.7,DSL,Yes,Yes,Yes,0
CF-11398,Male,0,1,Two year,Mailed check,80.38,72.76,Fiber optic,No,Yes,Yes,0
CF-11399,Female,0,21,Two year,Bank transfer,35.48,791.74,DSL,No,Yes,Yes,0
CF-11400,Male,0,62,Month-to-month,Credit card,81.62,4799.16,Fiber optic,No,Yes,Yes,0
CF-11401,Female,0,17,One year,Bank transfer,64.88,1127.26,DSL,Yes,No,No,0
CF-11402,Male,0,21,Month-to-month,Bank transfer,55.25,1059.34,DSL,Yes,No,Yes,0
CF-11403,Female,0,23,One year,Credit card,70.83,1830.42,Fiber optic,No,No,Yes,0
CF-11404,Male,0,12,Month-to-month,Mailed check,73.24,794.04,Fiber optic,No,Yes,Yes,1
CF-11405,Male,0,11,Month-to-month,Bank transfer,70.07,766.25,Fiber optic,Yes,No,Yes,1
CF-11406,Female,1,25,One year,Mailed check,45.8,987.76,DSL,No,No,No,0
CF-11407,Female,0,63,Month-to-month,Electronic check,49.8,3098.27,DSL,No,Yes,No,0
CF-11408,Female,0,0,One year,Electronic check,38.93,37.55,DSL,No,Yes,Yes,0
CF-11409,Male,0,20,Month-to-month,Electronic check,102.46,2168.53,Fiber optic,Yes,No,Yes,1
CF-11410,Female,0,4,Two year,Credit card,85.13,328.42,Fiber optic,No,Yes,No,0
CF-11411,Male,0,40,Two year,Electronic check,30.87,1306.81,DSL,No,Yes,Yes,0
CF-11412,Female,0,18,Month-to-month,Bank transfer,69.05,1154.1,Fiber optic,Yes,No,Yes,1
CF-11413,Female,0,57,One year,Credit card,38.14,2115.46,DSL,No,Yes,No,0
CF-11414,Male,0,42,Month-to-month,Mailed check,92.16,3771.19,Fiber optic,No,No,Yes,1
CF-11415,Male,0,57,Month-to-month,Electronic check,86.02,4999.9,Fiber optic,No,Yes,Yes,1
CF-11416,Male,0,46,Month-to-month,Mailed check,68.61,3194.26,DSL,Yes,Yes,Yes,0
CF-11417,Male,0,32,Two year,Mailed check,47.09,1557.11,DSL,No,Yes,Yes,0
CF-11418,Male,1,62,Two year,Credit card,45.11,2813.63,DSL,No,Yes,No,0
CF-11419,Female,0,34,Two year,Bank transfer,73.77,2582.62,Fiber optic,Yes,No,Yes,0
CF-11420,Male,0,69,Two year,Bank transfer,33.15,2141.25,No,Yes,No,No,0
CF-11421,Female,0,72,Two year,Mailed check,28.23,2059.65,No,Yes,No,Yes,0
CF-11422,Female,0,42,Month-to-month,Bank transfer,27.89,1272.7,No,Yes,No,No,0
CF-11423,Female,0,49,Two year,Bank transfer,61.56,2682.22,DSL,No,Yes,Yes,0
CF-11424,Female,0,18,One year,Electronic check,45.86,841.45,DSL,No,Yes,Yes,0
CF-11425,Female,0,59,Month-to-month,Electronic check,65.98,4011.97,DSL,Yes,Yes,Yes,1
CF-11426,Female,0,49,One year,Electronic check,63.71,3364.26,Fiber optic,No,No,Yes,0
CF-11427,Male,1,65,Month-to-month,Mailed check,109.19,7335.56,Fiber optic,Yes,No,No,0
CF-11428,Female,0,19,Month-to-month,Credit card,43.64,825.86,DSL,No,No,Yes,1
CF-11429,Male,1,57,Month-to-month,Bank transfer,84.36,4884.52,Fiber optic,No,No,Yes,0
CF-11430,Male,1,34,Month-to-month,Mailed check,85.8,2759.37,Fiber optic,No,No,Yes,1
CF-11431,Male,1,13,Month-to-month,Credit card,18.52,232.75,No,No,Yes,Yes,0
CF-11432,Female,0,12,Two year,Electronic check,85.37,932.09,Fiber optic,No,No,Yes,0
CF-11433,Male,1,41,One year,Electronic check,61.84,2736.3,DSL,Yes,No,Yes,0
CF-11434,Female,0,23,Month-to-month,Credit card,47.58,1112.95,DSL,Yes,No,Yes,0
CF-11435,Female,1,7,Month-to-month,Credit card,71.69,469.23,Fiber optic,No,Yes,No,1
CF-11436,Male,0,31,Month-to-month,Bank transfer,30.41,948.63,No,Yes,Yes,No,0
CF-11437,Female,0,47,Month-to-month,Electronic check,83.96,4181.15,Fiber optic,Yes,No,Yes,1
CF-11438,Female,0,23,Two year,Credit card,42.54,1026.92,No,Yes,No,Yes,0
CF-11439,Male,0,69,Month-to-month,Bank transfer,53.32,3437.52,DSL,No,No,Yes,0
CF-11440,Female,0,56,One year,Bank transfer,77.37,3474.71,Fiber optic,No,No,Yes,1
CF-11441,Female,0,37,One year,Electronic check,83.45,3130.02,Fiber optic,No,Yes,Yes,0
CF-11442,Female,0,68,One year,Mailed check,59.58,3795.34,Fiber optic,No,Yes,Yes,0
CF-11443,Female,0,31,Two year,Credit card,79.46,2530.6,Fiber optic,Yes,No,No,0
CF-11444,Female,0,10,Month-to-month,Credit card,87.59,917.08,Fiber optic,Yes,Yes,No,1
CF-11445,Male,0,2,Two year,Mailed check,33.04,69.83,No,No,No,Yes,0
CF-11446,Female,0,68,One year,Mailed check,79.8,5940.2,Fiber optic,No,No,Yes,0
CF-11447,Male,0,70,Two year,Bank transfer,43.12,3212.13,No,Yes,Yes,Yes,0
CF-11448,Female,0,53,One year,Mailed check,85.81,4979.86,Fiber optic,No,Yes,Yes,0
CF-11449,Female,0,7,Two year,Mailed check,18.61,139.75,No,No,Yes,Yes,0
CF-11450,Female,0,21,Two year,Electronic check,83.74,1895.66,Fiber optic,Yes,Yes,Yes,0
CF-11451,Male,0,2,Month-to-month,Electronic check,88.68,175.15,Fiber optic,Yes,No,Yes,1
CF-11452,Male,1,3,Two year,Bank transfer,49.96,136.79,DSL,Yes,Yes,Yes,0
CF-11453,Female,0,17,One year,Electronic check,91.78,1777.04,Fiber optic,No,Yes,No,0
CF-11454,Female,0,41,Month-to-month,Electronic check,37.02,1508.37,DSL,No,Yes,Yes,0
CF-11455,Male,0,4,Two year,Credit card,80.84,343.97,Fiber optic,No,Yes,No,0
CF-11456,Male,1,71,Month-to-month,Bank transfer,53.62,3643.26,DSL,No,No,Yes,1
CF-11457,Male,0,33,One year,Electronic check,44.18,1527.68,DSL,No,No,Yes,0
CF-11458,Male,0,19,Month-to-month,Electronic check,49.15,787.52,DSL,Yes,No,Yes,1
CF-11459,Male,0,37,Month-to-month,Bank transfer,77.32,2761.78,Fiber optic,No,No,Yes,1
CF-11460,Female,0,57,Two year,Mailed check,85.31,4785.33,Fiber optic,No,Yes,Yes,0
CF-11461,Female,0,22,Month-to-month,Mailed check,73.5,1645.71,Fiber optic,No,No,Yes,1
CF-11462,Male,1,3,Month-to-month,Mailed check,75.38,238.42,Fiber optic,Yes,Yes,Yes,1
CF-11463,Male,1,3,Month-to-month,Electronic check,88.36,245.03,Fiber optic,No,No,Yes,1
CF-11464,Male,0,62,Month-to-month,Bank transfer,26.59,1697.37,No,No,Yes,Yes,0
CF-11465,Female,0,8,Two year,Electronic check,63.07,536.65,DSL,Yes,Yes,No,0
CF-11466,Male,0,46,Two year,Mailed check,60.83,3164.06,DSL,Yes,Yes,No,0
CF-11467,Female,1,28,Month-to-month,Electronic check,104.62,3024.26,Fiber optic,Yes,No,No,1
CF-11468,Female,1,56,One year,Electronic check,88.03,4744.47,Fiber optic,No,Yes,No,1
CF-11469,Male,0,4,Month-to-month,Electronic check,40.48,147.95,DSL,No,No,Yes,1
CF-11470,Male,0,65,One year,Credit card,89.23,6378.51,Fiber optic,Yes,Yes,No,0
CF-11471,Female,0,50,Month-to-month,Electronic check,72.98,3773.94,Fiber optic,No,No,Yes,0
CF-11472,Female,0,32,Month-to-month,Electronic check,49.91,1579.04,DSL,Yes,No,Yes,0
CF-11473,Male,0,15,Month-to-month,Electronic check,34.29,459.22,DSL,No,Yes,No,0
CF-11474,Female,0,71,One year,Bank transfer,27.42,1818.58,No,Yes,Yes,Yes,0
CF-11475,Female,0,22,Month-to-month,Mailed check,82.91,1874.87,Fiber optic,No,Yes,Yes,1
CF-11476,Female,0,35,Month-to-month,Credit card,46.41,1642.59,DSL,No,No,Yes,1
CF-11477,Male,1,28,Two year,Bank transfer,75.11,1836.45,Fiber optic,Yes,No,Yes,0
CF-11478,Female,0,16,One year,Mailed check,71.29,1172.53,Fiber optic,Yes,Yes,Yes,0
CF-11479,Male,0,30,Month-to-month,Bank transfer,66.01,1774.14,DSL,No,Yes,No,1
CF-11480,Male,0,11,Two year,Electronic check,80.93,953.65,Fiber optic,No,Yes,Yes,1
CF-11481,Female,0,0,Two year,Credit card,39.58,39.68,DSL,No,Yes,Yes,0
CF-11482,Male,0,21,Month-to-month,Credit card,82.16,1660.13,Fiber optic,No,No,Yes,1
CF-11483,Male,0,8,One year,Electronic check,97.7,820.22,Fiber optic,No,Yes,No,1
CF-11484,Female,0,30,Month-to-month,Bank transfer,35.58,1079.37,No,Yes,Yes,No,1
CF-11485,Male,0,62,One year,Electronic check,52.92,3509.06,Fiber optic,No,No,No,0
CF-11486,Male,0,11,Month-to-month,Mailed check,77.87,852.14,DSL,Yes,No,Yes,1
CF-11487,Male,0,0,One year,Bank transfer,68.36,68.25,Fiber optic,Yes,No,Yes,1
CF-11488,Male,1,8,Month-to-month,Credit card,28.15,219.09,No,Yes,Yes,Yes,1
CF-11489,Male,0,37,Month-to-month,Electronic check,74.8,2783.59,Fiber optic,Yes,No,No,1
